expo_cond,group_comp,timepoint,gene,baseMean,padj,log2FoldChange
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Wfdc17_62673,335.358801815887,0.0281434995841171,1.54569078438761
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Hist1h2bp_63411,77.3909716108644,0.0286878267455939,1.76350900264822
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Nsdhl_30986,73.1020804845539,0.0286878267455939,1.36747588602732
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Dhrs7c_63680,234.413864304471,0.0287770487199817,-2.29331608272764
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Syde2_61506,17.9005699635089,0.032017039204334,-1.5890053175663
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Nt5c1a_59837,195.428862454322,0.0331977712743363,-1.92730680972778
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ccr1_55926,14.8650815247741,0.0336940900310942,2.29352787888089
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Fcrla_55439,14.9818493193502,0.036224597292736,1.8536524628884
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Nmnat3_54610,19.443355893404,0.036224597292736,1.71285493803402
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ppp2r1a_81856,26.0570740116185,0.036224597292736,1.53791352116254
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Txlnb_30194,1812.03651802348,0.036224597292736,-1.85990932731965
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Zfp180_61065,43.7545714657683,0.036224597292736,1.44996401839524
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Tsc22d1_67808,38.4248031003568,0.0369886478622429,-1.48399389419609
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Aoc3_57195,83.4470699981313,0.0375039629460011,-1.4409908131806
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Tmem178_62244,26.3112619116139,0.0375039629460011,-1.37399572853881
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Kcng2_55425,696.011785326633,0.0381153946782652,-1.65457055211625
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Lmod2_29135,1539.62459575169,0.0386732153595249,-2.06409124563341
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Gm10093_65299,17.5710907734143,0.0386794453975782,2.15948466107697
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Gm20532_65965,48.3844628308443,0.0403492829282725,1.76922828958027
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Mybpc3_82288,5048.01462525094,0.0403492829282725,-1.79146279831882
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Tnni3_70126,19112.2240539164,0.0403492829282725,-1.59112052766101
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Tcap_75536,304.111758800388,0.042576707411135,-1.79252631101711
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Myom2_66038,1487.41884437034,0.0435983792463808,-1.8991666500985
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ryr2_70243,283.543541946873,0.0452535697242727,-1.90759330007486
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Ckm_65514,4818.60179958786,0.0463279228713143,-1.95495406311493
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Marco_61146,25.449658168706,0.0497608270961391,2.73606891593991
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Trdn_64281,1245.99382464784,0.0497608270961391,-1.82251756539628
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Arf1_31811,851.174092573208,0.0505067914780979,-5.17669971788996
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Trim63_30184,1222.0259340117,0.0575096128893114,-1.98322556549125
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,Myoz2_31346,887.369350146497,0.059411553451901,-1.62464692860131
Smoldering Eucalyptus,Smoldering Eucalyptus vs. Saline,24h,AI506816_29223,26.9329352055685,0.0603575754508629,-3.02842737340468
